HCP_ID,STATE,HCP_SPECIALTY,HCP_AGE,HCP_GENDER,STATE_NAME
2117,MD,NURSE PRACTITIONER,,F-Female,Maryland
2118,DC,PHYSICIAN ASSISTANT,,F-Female,
2119,MD,NURSE PRACTITIONER,,U-Unknown,Maryland
2120,MD,NURSE PRACTITIONER,,F-Female,Maryland
2121,MD,NURSE PRACTITIONER,,U-Unknown,Maryland
2122,OR,NURSE PRACTITIONER,,U-Unknown,Oregon
2123,CA,NURSE PRACTITIONER,,U-Unknown,California
2124,SC,NURSE PRACTITIONER,,F-Female,South Carolina
2125,TN,NURSE PRACTITIONER,,F-Female,Tennessee
2126,CA,PHYSICIAN ASSISTANT,,F-Female,California
2127,SC,INTERNAL MEDICINE,39,M-Male,South Carolina
2128,CA,NURSE PRACTITIONER,,F-Female,California
2129,PA,CARDIOVASCULAR DISEASE,39,M-Male,Pennsylvania
2130,CO,HOSPITALIST,42,M-Male,Colorado
2131,WA,NURSE PRACTITIONER,,M-Male,Washington
2132,KY,DENTIST,35,M-Male,Kentucky
2133,NC,OPHTHALMOLOGY,36,M-Male,North Carolina
2134,CA,PHYSICIAN ASSISTANT,,M-Male,California
2135,MD,NURSE PRACTITIONER,,M-Male,Maryland
2136,KS,PHYSICIAN ASSISTANT,33,F-Female,Kansas
2137,AZ,PHYSICIAN ASSISTANT,,M-Male,Arizona
2138,IA,NURSE PRACTITIONER,,F-Female,Iowa
2139,FL,NURSE PRACTITIONER,,F-Female,Florida
2140,KY,PHYSICIAN ASSISTANT,,F-Female,Kentucky
2141,TN,PHYSICIAN ASSISTANT,33,F-Female,Tennessee
2142,WA,NURSE PRACTITIONER,37,F-Female,Washington
2143,NJ,PHYSICAL THERAPY,,F-Female,New Jersey
2144,VA,PHYSICAL THERAPY,,M-Male,Virginia
2145,GA,PHYSICAL THERAPY,,M-Male,Georgia
2146,CA,PHYSICIAN ASSISTANT,,F-Female,California
2147,CA,PHYSICIAN ASSISTANT,38,F-Female,California
2148,AZ,INTERNAL MEDICINE,40,M-Male,Arizona
2149,CA,PHYSICIAN ASSISTANT,,F-Female,California
2150,KS,PHYSICAL THERAPY - ASSISTANT,,M-Male,Kansas
2151,MD,NURSE PRACTITIONER,,F-Female,Maryland
2152,OK,NURSE PRACTITIONER,48,F-Female,Oklahoma
2153,AZ,PHYSICIAN ASSISTANT,,F-Female,Arizona
2154,CA,PHYSICIAN ASSISTANT,41,F-Female,California
2155,UT,PHYSICIAN ASSISTANT,,M-Male,Utah
2156,NC,NURSE PRACTITIONER,,F-Female,North Carolina
2157,TX,PSYCHOLOGY,,F-Female,Texas
2158,NY,CARDIOVASCULAR DISEASE,37,F-Female,New York
2159,WI,PHYSICIAN ASSISTANT,47,M-Male,Wisconsin
2160,AZ,NURSE PRACTITIONER,,F-Female,Arizona
2161,KY,NURSE PRACTITIONER,,M-Male,Kentucky
2162,OK,NURSE PRACTITIONER,32,F-Female,Oklahoma
2163,OH,NURSE PRACTITIONER,,F-Female,Ohio
2164,OH,NURSE PRACTITIONER,,F-Female,Ohio
2165,OH,NURSE PRACTITIONER,,F-Female,Ohio
2166,MA,NURSE PRACTITIONER,,U-Unknown,Massachusetts
2167,OH,NURSE PRACTITIONER,,F-Female,Ohio
2168,CO,CLINICAL SOCIAL WORKER,,F-Female,Colorado
2169,CA,NURSE PRACTITIONER,38,F-Female,California
2170,FL,NURSE PRACTITIONER,,U-Unknown,Florida
2171,FL,NURSE PRACTITIONER,,U-Unknown,Florida
2172,FL,NURSE PRACTITIONER,,M-Male,Florida
2173,FL,NURSE PRACTITIONER,,U-Unknown,Florida
2174,MO,PHYSICAL THERAPY,,F-Female,Missouri
2175,NC,PHYSICAL THERAPY,,F-Female,North Carolina
2176,VA,PHYSICIAN ASSISTANT,,F-Female,Virginia
2177,NY,EMERGENCY MEDICINE,39,M-Male,New York
2178,AR,NURSE PRACTITIONER,,F-Female,Arkansas
2179,PA,INTERNAL MEDICINE,42,M-Male,Pennsylvania
2180,FL,DIAGNOSTIC RADIOLOGY,37,M-Male,Florida
2181,NC,PHYSICIAN ASSISTANT,38,F-Female,North Carolina
2182,CA,PHYSICIAN ASSISTANT,49,M-Male,California
2183,MI,NURSE PRACTITIONER,,F-Female,Michigan
2184,NC,NURSE PRACTITIONER,,F-Female,North Carolina
2185,PA,NURSE PRACTITIONER,,U-Unknown,Pennsylvania
2186,AK,NURSE PRACTITIONER,,F-Female,Alaska
2187,ME,NURSE PRACTITIONER,,U-Unknown,Maine
2188,IN,NURSE PRACTITIONER,,F-Female,Indiana
2189,CO,NURSE PRACTITIONER,,F-Female,Colorado
2190,CA,SPORTS MEDICINE (FAMILY MEDICINE),38,F-Female,California
2191,DC,PHYSICIAN ASSISTANT,46,M-Male,
2192,PA,PHYSICIAN ASSISTANT,,F-Female,Pennsylvania
2193,CA,FAMILY MEDICINE,,M-Male,California
2194,FL,DENTIST,,F-Female,Florida
2195,AL,FAMILY MEDICINE,36,F-Female,Alabama
2196,CA,PHYSICAL THERAPY,,F-Female,California
2197,SD,CARDIOVASCULAR DISEASE,37,M-Male,South Dakota
2198,PA,INTERNAL MEDICINE,35,F-Female,Pennsylvania
2199,MA,INTERNAL MEDICINE,37,M-Male,Massachusetts
2200,NY,FAMILY MEDICINE,39,M-Male,New York
2201,NV,PHYSICIAN ASSISTANT,42,M-Male,Nevada
2202,TX,NURSE PRACTITIONER,40,F-Female,Texas
2203,TX,PHYSICAL THERAPY,,F-Female,Texas
2204,NY,NURSE PRACTITIONER,,M-Male,New York
2205,OH,PHYSICIAN ASSISTANT,34,F-Female,Ohio
2206,GA,NURSE PRACTITIONER,,F-Female,Georgia
2207,SC,PHYSICIAN ASSISTANT,41,M-Male,South Carolina
2208,AR,NURSE PRACTITIONER,,F-Female,Arkansas
2209,NY,NURSE PRACTITIONER,40,F-Female,New York
2210,SC,NURSE PRACTITIONER,,M-Male,South Carolina
2211,MO,NURSE PRACTITIONER,,U-Unknown,Missouri
2212,CO,NURSE PRACTITIONER,,F-Female,Colorado
2213,KY,NURSE PRACTITIONER,,F-Female,Kentucky
2214,KY,NURSE PRACTITIONER,,F-Female,Kentucky
2215,KY,NURSE PRACTITIONER,,F-Female,Kentucky
2216,MD,NURSE PRACTITIONER,54,F-Female,Maryland
2217,TX,NURSE PRACTITIONER,34,U-Unknown,Texas
2218,TX,NURSE PRACTITIONER,43,F-Female,Texas
2219,TX,NURSE PRACTITIONER,32,F-Female,Texas
2220,WI,PHYSICIAN ASSISTANT,48,F-Female,Wisconsin
2221,SC,PHYSICIAN ASSISTANT,,M-Male,South Carolina
2222,AZ,NURSE PRACTITIONER,,M-Male,Arizona
2223,MD,NURSE PRACTITIONER,,F-Female,Maryland
2224,TN,NURSE PRACTITIONER,,F-Female,Tennessee
2225,TN,NURSE PRACTITIONER,,M-Male,Tennessee
2226,NV,FAMILY MEDICINE,36,M-Male,Nevada
2227,FL,INTERNAL MEDICINE,45,F-Female,Florida
2228,IL,EMERGENCY MEDICINE,36,M-Male,Illinois
2229,OR,FAMILY MEDICINE,,F-Female,Oregon
2230,MI,PHYSICIAN ASSISTANT,,M-Male,Michigan
2231,MI,VASCULAR & INTERVENTIONAL RADIOLOGY,38,M-Male,Michigan
2232,GA,CLINICAL SOCIAL WORKER,,F-Female,Georgia
2233,PA,OPTOMETRIST,,M-Male,Pennsylvania
2234,CA,PODIATRIST,,U-Unknown,California
2235,CT,EMERGENCY MEDICINE,38,M-Male,Connecticut
2236,NY,PHYSICIAN ASSISTANT,,M-Male,New York
2237,MD,NURSE PRACTITIONER,,F-Female,Maryland
2238,MO,EMERGENCY MEDICINE,39,F-Female,Missouri
2239,MI,FAMILY MEDICINE,36,F-Female,Michigan
2240,WA,BEHAVIORAL HEALTH & SOCIAL SERVICES,,F-Female,Washington
2241,CA,INTERNAL MEDICINE,40,M-Male,California
2242,TX,PEDIATRIC EMERGENCY MEDICINE,,F-Female,Texas
2243,CA,FAMILY MEDICINE,,F-Female,California
2244,NY,NURSE PRACTITIONER,,F-Female,New York
2245,NY,INFECTIOUS DISEASE,37,F-Female,New York
2246,IA,ORTHOPEDIC SURGERY,42,F-Female,Iowa
2247,MI,FAMILY MEDICINE,36,F-Female,Michigan
2248,SC,EMERGENCY MEDICINE,36,M-Male,South Carolina
2249,NJ,EMERGENCY MEDICAL SERVICES,37,M-Male,New Jersey
2250,CO,DIAGNOSTIC RADIOLOGY,38,M-Male,Colorado
2251,CO,NURSE PRACTITIONER,,F-Female,Colorado
2252,OH,INTERNAL MEDICINE,33,M-Male,Ohio
2253,NY,PHYSICIAN ASSISTANT,,F-Female,New York
2254,IN,CYTOPATHOLOGY,38,M-Male,Indiana
2255,WA,NURSE PRACTITIONER,49,M-Male,Washington
2256,IL,INTERNAL MEDICINE,36,M-Male,Illinois
2257,NJ,PHYSICIAN ASSISTANT,,F-Female,New Jersey
2258,KY,NURSE PRACTITIONER,,F-Female,Kentucky
2259,PA,OPTOMETRIST,,M-Male,Pennsylvania
2260,SC,PHYSICIAN ASSISTANT,,F-Female,South Carolina
2261,NY,NURSE PRACTITIONER,,F-Female,New York
2262,TX,BEHAVIORAL HEALTH & SOCIAL SERVICES,,F-Female,Texas
2263,MN,CARDIOVASCULAR DISEASE,45,F-Female,Minnesota
2264,TX,NURSE PRACTITIONER,40,M-Male,Texas
2265,CA,NURSE PRACTITIONER,,F-Female,California
2266,OR,NURSE PRACTITIONER,,F-Female,Oregon
2267,MA,"ENDOCRINOLOGY, DIABETES & METABOLISM",40,F-Female,Massachusetts
2268,GA,DERMATOPATHOLOGY,38,M-Male,Georgia
2269,FL,INTERNAL MEDICINE,39,F-Female,Florida
2270,FL,HOSPITALIST,37,M-Male,Florida
2271,NY,PHYSICIAN ASSISTANT,38,F-Female,New York
2272,MN,NURSE PRACTITIONER,36,F-Female,Minnesota
2273,CA,EMERGENCY MEDICINE,36,F-Female,California
2274,NY,INTERNAL MEDICINE,49,M-Male,New York
2275,MI,INTERNAL MEDICINE,35,M-Male,Michigan
2276,MD,FAMILY MEDICINE,37,F-Female,Maryland
2277,SC,HOSPITALIST,35,M-Male,South Carolina
2278,TX,FAMILY MEDICINE,40,M-Male,Texas
2279,MI,FAMILY MEDICINE,35,M-Male,Michigan
2280,MN,PHYSICIAN ASSISTANT,,F-Female,Minnesota
2281,GA,PSYCHOLOGY,,F-Female,Georgia
2282,RI,EMERGENCY MEDICINE,34,F-Female,Rhode Island
2283,CA,INTERNAL MEDICINE,41,M-Male,California
2284,WA,NURSE PRACTITIONER,,M-Male,Washington
2285,GA,CLINICAL SOCIAL WORKER,,M-Male,Georgia
2286,OH,EMERGENCY MEDICAL SERVICES,38,M-Male,Ohio
2287,MS,NURSE PRACTITIONER,,F-Female,Mississippi
2288,LA,NURSE PRACTITIONER,,M-Male,Louisiana
2289,TX,NURSE PRACTITIONER,43,F-Female,Texas
2290,OH,CHIROPRACTIC,,M-Male,Ohio
2291,OH,EMERGENCY MEDICINE,38,F-Female,Ohio
2292,AL,NURSE PRACTITIONER,,F-Female,Alabama
2293,TX,OBSTETRICS & GYNECOLOGY,40,M-Male,Texas
2294,NJ,PHYSICAL THERAPY,,F-Female,New Jersey
2295,MA,PHYSICIAN ASSISTANT,,F-Female,Massachusetts
2296,CA,PHYSICIAN ASSISTANT,,F-Female,California
2297,NY,NURSE PRACTITIONER,,F-Female,New York
2298,KS,FAMILY MEDICINE,35,M-Male,Kansas
2299,KY,EMERGENCY MEDICINE,37,M-Male,Kentucky
2300,GA,INTERNAL MEDICINE,35,M-Male,Georgia
2301,MI,INTERNAL MEDICINE,37,F-Female,Michigan
2302,TX,EMERGENCY MEDICINE,36,M-Male,Texas
2303,CA,PHYSICIAN ASSISTANT,36,M-Male,California
2304,ME,PHYSICIAN ASSISTANT,36,F-Female,Maine
2305,NY,INTERNAL MEDICINE,,M-Male,New York
2306,WA,FAMILY MEDICINE,35,M-Male,Washington
2307,NY,EMERGENCY MEDICINE,36,F-Female,New York
2308,PA,INTERNAL MEDICINE,39,F-Female,Pennsylvania
2309,NJ,PHYSICIAN ASSISTANT,41,F-Female,New Jersey
2310,NJ,CLINICAL SOCIAL WORKER,,F-Female,New Jersey
2311,CA,NURSE PRACTITIONER,,F-Female,California
2312,CA,NURSE PRACTITIONER,,F-Female,California
2313,FL,FAMILY MEDICINE,36,M-Male,Florida
2314,MN,ANESTHESIOLOGY,,M-Male,Minnesota
2315,MN,PHYSICIAN ASSISTANT,34,F-Female,Minnesota
2316,MI,CERTIFIED NURSE ANESTHETIST,,M-Male,Michigan
2317,MN,PHYSICIAN ASSISTANT,33,F-Female,Minnesota
2318,GA,HOSPITALIST,,F-Female,Georgia
2319,CA,CLINICAL SOCIAL WORKER,,F-Female,California
2320,FL,FAMILY MEDICINE,37,M-Male,Florida
2321,WA,FAMILY MEDICINE,,M-Male,Washington
2322,OH,NURSE PRACTITIONER,,F-Female,Ohio
2323,AZ,BEHAVIORAL HEALTH & SOCIAL SERVICES,,F-Female,Arizona
2324,NY,INTERNAL MEDICINE,45,M-Male,New York
2325,GA,PHYSICIAN ASSISTANT,36,M-Male,Georgia
2326,FL,NURSE PRACTITIONER,,F-Female,Florida
2327,MD,PHYSICAL THERAPY,,M-Male,Maryland
2328,CO,FAMILY MEDICINE,39,M-Male,Colorado
2329,NY,FAMILY MEDICINE,,M-Male,New York
2330,KY,FAMILY MEDICINE,39,M-Male,Kentucky
2331,SC,PEDIATRICS,,F-Female,South Carolina
2332,AZ,INTERNAL MEDICINE/EMERGENCY MEDICINE,39,M-Male,Arizona
2333,FL,INTERNAL MEDICINE,36,M-Male,Florida
2334,TN,NURSE PRACTITIONER,,F-Female,Tennessee
2335,MO,NURSE PRACTITIONER,,F-Female,Missouri
2336,NY,NURSE PRACTITIONER,,F-Female,New York
2337,MD,PHYSICIAN ASSISTANT,,F-Female,Maryland
2338,OH,PHYSICIAN ASSISTANT,49,M-Male,Ohio
2339,MO,NURSE PRACTITIONER,,M-Male,Missouri
2340,IN,INTERNAL MEDICINE,,M-Male,Indiana
2341,TX,CRITICAL CARE MEDICINE (ANESTHESIOLOGY),35,F-Female,Texas
2342,CA,FAMILY MEDICINE,36,F-Female,California
2343,MN,EMERGENCY MEDICINE,36,M-Male,Minnesota
2344,OH,NURSE PRACTITIONER,,F-Female,Ohio
2345,MD,NURSE PRACTITIONER,,F-Female,Maryland
2346,MA,NURSE PRACTITIONER,,F-Female,Massachusetts
2347,PA,PHYSICAL MEDICINE & REHABILITATION,49,M-Male,Pennsylvania
2348,MI,OBSTETRICS & GYNECOLOGY,34,F-Female,Michigan
2349,MO,DIAGNOSTIC RADIOLOGY,38,M-Male,Missouri
2350,FL,EMERGENCY MEDICINE,36,M-Male,Florida
2351,OR,OPHTHALMOLOGY,37,F-Female,Oregon
2352,HI,DIAGNOSTIC RADIOLOGY,37,F-Female,Hawaii
2353,WA,FAMILY MEDICINE,40,F-Female,Washington
2354,OH,FAMILY MEDICINE,37,F-Female,Ohio
2355,DC,PEDIATRICS,35,F-Female,
2356,TX,EMERGENCY MEDICINE,39,M-Male,Texas
2357,TX,PSYCHIATRY,40,F-Female,Texas
2358,TX,OBSTETRICS & GYNECOLOGY,35,F-Female,Texas
2359,TX,FAMILY MEDICINE,35,F-Female,Texas
2360,TX,ALLERGY & IMMUNOLOGY,36,F-Female,Texas
2361,TX,INTERNAL MEDICINE,35,M-Male,Texas
2362,TX,GENERAL SURGERY,36,F-Female,Texas
2363,NY,INTERNAL MEDICINE,41,M-Male,New York
2364,TX,EMERGENCY MEDICINE,34,M-Male,Texas
2365,FL,FAMILY MEDICINE,35,M-Male,Florida
2366,SC,INTERNAL MEDICINE,35,M-Male,South Carolina
2367,NY,HEMATOLOGY/ONCOLOGY,43,M-Male,New York
2368,MD,OTOLARYNGOLOGY,37,M-Male,Maryland
2369,TX,INTERNAL MEDICINE,39,F-Female,Texas
2370,MD,EMERGENCY MEDICINE,37,F-Female,Maryland
2371,LA,EMERGENCY MEDICINE,39,M-Male,Louisiana
2372,OH,PEDIATRIC RADIOLOGY,36,M-Male,Ohio
2373,NY,EMERGENCY MEDICINE,35,F-Female,New York
2374,NV,FAMILY MEDICINE,34,F-Female,Nevada
2375,OH,INTERNAL MEDICINE,36,M-Male,Ohio
2376,TX,EMERGENCY MEDICINE,35,F-Female,Texas
2377,MD,PSYCHIATRY,37,F-Female,Maryland
2378,NC,PEDIATRICS,35,F-Female,North Carolina
2379,CA,INTERNAL MEDICINE,38,M-Male,California
2380,NJ,FAMILY MEDICINE,36,M-Male,New Jersey
2381,OH,EMERGENCY MEDICINE,43,M-Male,Ohio
2382,RI,EMERGENCY MEDICINE,34,F-Female,Rhode Island
2383,RI,EMERGENCY MEDICINE,35,F-Female,Rhode Island
2384,NY,PEDIATRIC EMERGENCY MEDICINE,35,F-Female,New York
2385,MI,SELECTIVE PATHOLOGY,35,M-Male,Michigan
2386,NY,DERMATOLOGY,42,F-Female,New York
2387,NM,INTERNAL MEDICINE,43,M-Male,New Mexico
2388,NY,EMERGENCY MEDICINE,36,M-Male,New York
2389,NJ,EMERGENCY MEDICINE,36,M-Male,New Jersey
2390,AZ,HOSPITALIST,37,F-Female,Arizona
2391,IN,EMERGENCY MEDICINE,35,M-Male,Indiana
2392,TX,EMERGENCY MEDICINE,51,M-Male,Texas
2393,CO,DIAGNOSTIC RADIOLOGY,32,M-Male,Colorado
2394,WI,FAMILY MEDICINE,36,M-Male,Wisconsin
2395,WI,EMERGENCY MEDICINE,36,M-Male,Wisconsin
2396,SD,EMERGENCY MEDICINE,37,M-Male,South Dakota
2397,IN,GASTROENTEROLOGY,37,F-Female,Indiana
2398,MI,ANESTHESIOLOGY,35,F-Female,Michigan
2399,OH,EMERGENCY MEDICINE,39,M-Male,Ohio
2400,NV,EMERGENCY MEDICINE,40,F-Female,Nevada
2401,MI,ANATOMIC/CLINICAL PATHOLOGY,35,F-Female,Michigan
2402,LA,INTERNAL MEDICINE,36,F-Female,Louisiana
2403,NY,EMERGENCY MEDICINE,37,F-Female,New York
2404,KY,ANESTHESIOLOGY,35,M-Male,Kentucky
2405,KY,FAMILY MEDICINE,36,M-Male,Kentucky
2406,SC,EMERGENCY MEDICINE,35,M-Male,South Carolina
2407,IN,UROLOGY,36,F-Female,Indiana
2408,IN,DIAGNOSTIC RADIOLOGY,37,M-Male,Indiana
2409,MI,EMERGENCY MEDICINE,38,M-Male,Michigan
2410,SD,DIAGNOSTIC RADIOLOGY,38,M-Male,South Dakota
2411,NV,INTERNAL MEDICINE,37,M-Male,Nevada
2412,WA,EMERGENCY MEDICINE,37,M-Male,Washington
2413,IL,EMERGENCY MEDICINE,36,F-Female,Illinois
2414,GA,EMERGENCY MEDICINE,36,M-Male,Georgia
2415,FL,PEDIATRICS,36,M-Male,Florida
2416,FL,PEDIATRICS,36,F-Female,Florida
2417,FL,UROLOGY,35,M-Male,Florida
2418,MI,ANESTHESIOLOGY,36,M-Male,Michigan
2419,MA,DIAGNOSTIC RADIOLOGY,38,F-Female,Massachusetts
2420,MD,FAMILY MEDICINE,40,F-Female,Maryland
2421,MA,FAMILY MEDICINE,37,F-Female,Massachusetts
2422,MA,EMERGENCY MEDICINE,39,M-Male,Massachusetts
2423,DC,EMERGENCY MEDICINE,36,M-Male,
2424,OR,FAMILY MEDICINE,37,F-Female,Oregon
2425,CA,FAMILY MEDICINE,51,M-Male,California
2426,CA,HOSPITALIST,35,M-Male,California
2427,CA,PEDIATRICS,37,M-Male,California
2428,WA,CARDIOVASCULAR DISEASE,35,F-Female,Washington
2429,CA,EMERGENCY MEDICINE,38,F-Female,California
2430,CA,FAMILY MEDICINE,40,M-Male,California
2431,CA,ALLERGY & IMMUNOLOGY,41,F-Female,California
2432,ME,FAMILY MEDICINE,34,F-Female,Maine
2433,CA,FAMILY MEDICINE,40,F-Female,California
2434,CA,SPORTS MEDICINE (FAMILY MEDICINE),39,F-Female,California
2435,CA,INTERNAL MEDICINE/PEDIATRICS,37,F-Female,California
2436,OK,FAMILY MEDICINE,41,M-Male,Oklahoma
2437,CA,EMERGENCY MEDICINE,44,M-Male,California
2438,CT,NURSE PRACTITIONER,,F-Female,Connecticut
2439,IL,NURSE PRACTITIONER,,F-Female,Illinois
2440,MN,NURSE PRACTITIONER,37,F-Female,Minnesota
2441,MN,DENTIST,,F-Female,Minnesota
2442,OH,DENTIST,,U-Unknown,Ohio
2443,NJ,GERIATRIC MEDICINE (INTERNAL MEDICINE),,M-Male,New Jersey
2444,OH,EMERGENCY MEDICINE,37,M-Male,Ohio
2445,TX,DERMATOLOGY,41,M-Male,Texas
2446,CT,EMERGENCY MEDICINE,39,M-Male,Connecticut
2447,CA,EMERGENCY MEDICINE,46,F-Female,California
2448,NH,INTERNAL MEDICINE,37,M-Male,New Hampshire
2449,NY,SPORTS MEDICINE (EMERGENCY MEDICINE),35,M-Male,New York
2450,NY,DERMATOLOGY,36,F-Female,New York
2451,LA,FAMILY MEDICINE,36,F-Female,Louisiana
2452,MD,DIAGNOSTIC RADIOLOGY,,F-Female,Maryland
2453,MD,DERMATOLOGY,36,F-Female,Maryland
2454,TX,EMERGENCY MEDICINE,37,M-Male,Texas
2455,MI,"STUDENT, HEALTH CARE",,M-Male,Michigan
2456,CA,FAMILY MEDICINE,39,F-Female,California
2457,TN,EMERGENCY MEDICINE,,M-Male,Tennessee
2458,NY,EMERGENCY MEDICINE,36,F-Female,New York
2459,TX,NEUROLOGY,37,M-Male,Texas
2460,TX,OTOLARYNGOLOGY,36,M-Male,Texas
2461,RI,FAMILY MEDICINE,35,M-Male,Rhode Island
2462,TN,CRITICAL CARE MEDICINE (ANESTHESIOLOGY),35,M-Male,Tennessee
2463,LA,CERTIFIED NURSE ANESTHETIST,,F-Female,Louisiana
2464,MN,NURSE PRACTITIONER,,M-Male,Minnesota
2465,OH,DERMATOLOGY,,F-Female,Ohio
2466,FL,EMERGENCY MEDICINE,37,M-Male,Florida
2467,AZ,FAMILY MEDICINE,43,M-Male,Arizona
2468,CA,DIAGNOSTIC RADIOLOGY,36,M-Male,California
2469,CT,EMERGENCY MEDICINE,45,M-Male,Connecticut
2470,DE,FAMILY MEDICINE,,F-Female,Delaware
2471,CA,EMERGENCY MEDICINE,36,M-Male,California
2472,SC,EMERGENCY MEDICINE,36,F-Female,South Carolina
2473,GA,FAMILY MEDICINE,35,F-Female,Georgia
2474,OH,HOSPITALIST,36,F-Female,Ohio
2475,LA,EMERGENCY MEDICINE,36,M-Male,Louisiana
2476,IL,PHYSICIAN ASSISTANT,,M-Male,Illinois
2477,CA,PODIATRIST,,M-Male,California
2478,NY,NURSE PRACTITIONER,,F-Female,New York
2479,WA,FAMILY MEDICINE,39,F-Female,Washington
2480,NY,EMERGENCY MEDICINE,,F-Female,New York
2481,PA,INTERNAL MEDICINE,36,M-Male,Pennsylvania
2482,CA,FAMILY MEDICINE,36,F-Female,California
2483,AZ,INTERNAL MEDICINE,,M-Male,Arizona
2484,MN,RADIATION ONCOLOGY,36,M-Male,Minnesota
2485,FL,OPHTHALMOLOGY,36,M-Male,Florida
2486,OH,INTERNAL MEDICINE,37,M-Male,Ohio
2487,HI,EMERGENCY MEDICINE,,F-Female,Hawaii
2488,TN,PEDIATRICS,35,F-Female,Tennessee
2489,LA,PSYCHIATRY,43,F-Female,Louisiana
2490,WI,NEUROLOGY,43,M-Male,Wisconsin
2491,CA,EMERGENCY MEDICINE,37,M-Male,California
2492,MO,FAMILY MEDICINE,,F-Female,Missouri
2493,OK,GERIATRIC MEDICINE (INTERNAL MEDICINE),38,M-Male,Oklahoma
2494,NY,FAMILY MEDICINE,35,F-Female,New York
2495,TX,UNSPECIFIED,38,M-Male,Texas
2496,NY,EMERGENCY MEDICINE,36,M-Male,New York
2497,OH,HOSPITALIST,37,F-Female,Ohio
2498,CO,NURSE PRACTITIONER,,F-Female,Colorado
2499,LA,EMERGENCY MEDICINE,40,F-Female,Louisiana
2500,OH,EMERGENCY MEDICINE,40,M-Male,Ohio
2501,NY,PHYSICIAN ASSISTANT,,F-Female,New York
2502,CA,OPTOMETRIST,,F-Female,California
2503,CA,NURSE MIDWIFE,,F-Female,California
2504,CO,NURSE PRACTITIONER,,F-Female,Colorado
2505,TN,CERTIFIED NURSE ANESTHETIST,,M-Male,Tennessee
2506,MD,NURSE PRACTITIONER,,M-Male,Maryland
2507,TX,NURSE PRACTITIONER,39,F-Female,Texas
2508,FL,CERTIFIED NURSE ANESTHETIST,,M-Male,Florida
2509,CA,NURSE PRACTITIONER,,M-Male,California
2510,FL,NURSE PRACTITIONER,,F-Female,Florida
2511,FL,NURSE PRACTITIONER,,M-Male,Florida
2512,FL,NURSE PRACTITIONER,,U-Unknown,Florida
2513,FL,NURSE PRACTITIONER,,F-Female,Florida
2514,FL,NURSE PRACTITIONER,,U-Unknown,Florida
2515,FL,NURSE PRACTITIONER,38,U-Unknown,Florida
2516,FL,NURSE PRACTITIONER,,M-Male,Florida
2517,FL,NURSE PRACTITIONER,,U-Unknown,Florida
2518,FL,NURSE PRACTITIONER,,F-Female,Florida
2519,FL,NURSE PRACTITIONER,,F-Female,Florida
2520,FL,NURSE PRACTITIONER,,F-Female,Florida
2521,FL,NURSE PRACTITIONER,,U-Unknown,Florida
2522,FL,NURSE PRACTITIONER,,F-Female,Florida
2523,FL,NURSE PRACTITIONER,,F-Female,Florida
2524,FL,NURSE PRACTITIONER,,U-Unknown,Florida
2525,FL,NURSE PRACTITIONER,,F-Female,Florida
2526,FL,NURSE PRACTITIONER,,U-Unknown,Florida
2527,FL,PHYSICIAN ASSISTANT,,U-Unknown,Florida
2528,AZ,NURSE PRACTITIONER,,F-Female,Arizona
2529,FL,NURSE PRACTITIONER,,F-Female,Florida
2530,FL,NURSE PRACTITIONER,,F-Female,Florida
2531,FL,NURSE PRACTITIONER,,F-Female,Florida
2532,FL,CERTIFIED NURSE ANESTHETIST,,M-Male,Florida
2533,FL,NURSE PRACTITIONER,,F-Female,Florida
2534,FL,NURSE PRACTITIONER,,F-Female,Florida
2535,FL,NURSE PRACTITIONER,,F-Female,Florida
2536,FL,NURSE PRACTITIONER,,F-Female,Florida
2537,FL,NURSE PRACTITIONER,,U-Unknown,Florida
2538,FL,NURSE PRACTITIONER,,U-Unknown,Florida
2539,FL,NURSE PRACTITIONER,,F-Female,Florida
2540,FL,NURSE PRACTITIONER,,U-Unknown,Florida
2541,FL,NURSE PRACTITIONER,,F-Female,Florida
2542,FL,NURSE PRACTITIONER,,U-Unknown,Florida
2543,FL,NURSE PRACTITIONER,,F-Female,Florida
2544,FL,CERTIFIED NURSE ANESTHETIST,,F-Female,Florida
2545,FL,NURSE PRACTITIONER,,F-Female,Florida
2546,FL,NURSE PRACTITIONER,,F-Female,Florida
2547,FL,NURSE PRACTITIONER,,F-Female,Florida
2548,FL,NURSE PRACTITIONER,,F-Female,Florida
2549,FL,NURSE PRACTITIONER,,U-Unknown,Florida
2550,FL,NURSE PRACTITIONER,,U-Unknown,Florida
2551,FL,NURSE PRACTITIONER,,F-Female,Florida
2552,FL,NURSE PRACTITIONER,,F-Female,Florida
2553,FL,NURSE PRACTITIONER,,F-Female,Florida
2554,FL,NURSE PRACTITIONER,,F-Female,Florida
2555,FL,NURSE PRACTITIONER,,F-Female,Florida
2556,CT,NURSE PRACTITIONER,,F-Female,Connecticut
2557,TX,PEDIATRICS,40,M-Male,Texas
2558,AZ,EMERGENCY MEDICINE,40,M-Male,Arizona
2559,IL,DIAGNOSTIC RADIOLOGY,41,M-Male,Illinois
2560,CA,INTERNAL MEDICINE,,M-Male,California
2561,NV,CARDIOVASCULAR DISEASE,40,M-Male,Nevada
2562,CA,INTERNAL MEDICINE,41,M-Male,California
